Title,Year,Rated,Genre,Actors,Plot,Language,Country,imdbID,BoxOffice,Production
Wadjda,2012,PG,"Comedy, Drama","Reem Abdullah, Waad Mohammed, Abdullrahman Al Gohani, Ahd",An enterprising Saudi girl signs on for her school's Koran recitation competition as a way to raise the remaining funds she needs in order to buy the green bicycle that has captured her interest.,Arabic,"Saudi Arabia, Netherlands, Germany, Jordan, United Arab Emirates, USA",tt2258858,"$1,347,747",Razor Film Produktion GmbH
The Spiderwick Chronicles,2008,PG,"Action, Adventure, Drama, Family, Fantasy, Thriller","Freddie Highmore, Mary-Louise Parker, Nick Nolte, Sarah Bolger","Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.",English,USA,tt0416236,"$71,195,053",Nickelodeon Movies
The Christmas Chronicles,2018,PG,"Adventure, Comedy, Family, Fantasy","Oliver Hudson, Kimberly Williams-Paisley, Jesse Gervasi, David Kohlsmith","The story of sister and brother, Kate and Teddy Pierce, whose Christmas Eve plan to catch Santa Claus on camera turns into an unexpected journey that most kids could only dream about.","English, Spanish, French, Romanian",USA,tt2990140,N/A,"1492 Pictures, Ocean Blue Entertainment, Madhouse Entertainment"
Turbo,2013,PG,"Animation, Adventure, Comedy, Family, Sci-Fi, Sport","Ryan Reynolds, Paul Giamatti, Michael Peña, Samuel L. Jackson",A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.,English,USA,tt1860353,"$83,028,128",DreamWorks Animation
My Girl,1991,PG,"Comedy, Drama, Family, Romance","Dan Aykroyd, Jamie Lee Curtis, Macaulay Culkin, Anna Chlumsky","A young girl, on the threshold of her teen years, finds her life turning upside down, when she is accompanied by an unlikely friend.",English,USA,tt0102492,"$59,489,799","Columbia Pictures Corporation, Imagine Entertainment"
,,,,,,,,,,
Adam Sandler: 100% Fresh,2018,TV-MA,"Comedy, Music","Adam Sandler, Rob Schneider, Dan Bulla","Adam Sandler takes his comical musical musings back out on the road, from comedy clubs to concert halls to one very unsuspecting subway station.",English,USA,tt9036126,N/A,N/A
Remember,2015,R,"Drama, Mystery, Thriller","Christopher Plummer, Kim Roberts, Amanda Smith, Martin Landau","With the aid of a fellow Auschwitz survivor and a hand-written letter, an elderly man with dementia goes in search of the person he believes to be responsible for the death of his family in the death camp to kill him himself.","English, German","Canada, Mexico, Germany, South Africa",tt3704050,"$1,184,564",Serendipity Point Films
Triple Frontier,2019,R,"Action, Adventure, Crime, Thriller","Ben Affleck, Oscar Isaac, Charlie Hunnam, Garrett Hedlund","Loyalties are tested when five friends and former special forces operatives reunite to take down a South American drug lord, unleashing a chain of unintended consequences.","English, Spanish, Portuguese",USA,tt1488606,N/A,Atlas Entertainment
Bombshell: The Hedy Lamarr Story,2017,N/A,"Documentary, Biography, History, War","Hedy Lamarr, Mel Brooks, Jennifer Hom, Anthony Loder","The life and career of the hailed Hollywood movie star and underappreciated genius inventor, Hedy Lamarr.","English, German",USA,tt6752848,"$820,300",Submarine Entertainment
Paddleton,2019,TV-MA,"Comedy, Drama","Christine Woods, Mark Duplass, Ray Romano, Jen Sung",An unlikely friendship between two misfit neighbors becomes an unexpectedly emotional journey when the younger man is diagnosed with terminal cancer.,English,USA,tt8041276,N/A,Duplass Brothers Productions
Bad Boys II,2003,R,"Action, Comedy, Crime, Thriller","Martin Lawrence, Will Smith, Jordi Mollà, Gabrielle Union",Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.,"English, Spanish, Russian",USA,tt0172156,"$138,608,444",Columbia
Sour Grapes,2016,TV-14,Documentary,"Laurent Ponsot, Jay McInerney, Jefery Levy, Maureen Downey",Documentary about the fine and rare wine auction market centering around a counterfeiter who befriended the rich and powerful and sold millions of dollars of fraudulent wine through the top auction houses.,English,UK,tt5728684,N/A,N/A
Being Elmo: A Puppeteer's Journey,2011,PG,Documentary,"Whoopi Goldberg, Bill Barretta, Tau Bennett, Fran Brill",The Muppet Elmo is one of the most beloved characters among children across the globe. Meet the unlikely man behind the puppet - the heart and soul of Elmo - Kevin Clash.,English,USA,tt1787660,"$304,052",N/A
It Comes at Night,2017,R,"Horror, Mystery, Sci-Fi","Joel Edgerton, Christopher Abbott, Carmen Ejogo, Riley Keough","Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son. Then a desperate young family arrives seeking refuge.",English,USA,tt4695012,"$13,985,117",Animal Kingdom
Creep,2014,R,"Horror, Thriller","Patrick Brice, Mark Duplass","A young videographer answers an online ad for a one-day job in a remote town to record the last messages of a dying man. When he notices the man's odd behavior, he starts to question his intentions.",English,USA,tt2428170,N/A,N/A
The Interview,2014,R,"Action, Adventure, Comedy","James Franco, Seth Rogen, Lizzy Caplan, Randall Park","Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Jong-Un Kim, they are recruited by the CIA to assassinate him.","English, Korean",USA,tt2788710,"$6,105,175",Point Grey
Outbreak,1995,R,"Action, Drama, Thriller","Dustin Hoffman, Rene Russo, Morgan Freeman, Kevin Spacey",Army doctors struggle to find a cure for a deadly virus spreading throughout a California town that was brought to America by an African monkey.,"English, Korean, French",USA,tt0114069,"$67,659,560","Warner Bros., Kopelson Entertainment, Punch Productions"
Black Snake Moan,2006,R,"Drama, Music","Samuel L. Jackson, Christina Ricci, Justin Timberlake, S. Epatha Merkerson","A God-fearing bluesman takes to a wild young woman who, as a victim of childhood sexual abuse, looks everywhere for love, never quite finding it.",English,USA,tt0462200,"$9,396,870",Paramount Vantage
Bright,2017,TV-MA,"Action, Fantasy, Thriller","Will Smith, Joel Edgerton, Noomi Rapace, Edgar Ramírez",A detective must work with an Orc to find a powerful wand before evil creatures do.,"English, Spanish",USA,tt5519340,N/A,Netflix
Candyman,1992,R,"Horror, Thriller","Virginia Madsen, Tony Todd, Xander Berkeley, Kasi Lemmons","The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth.",English,"USA, UK",tt0103919,"$25,792,310","Propaganda Films, PolyGram Filmed Entertainment"
Mary and the Witch's Flower,2017,PG,"Animation, Adventure, Family, Fantasy","Hana Sugisaki, Ryûnosuke Kamiki, Yûki Amami, Fumiyo Kohinata","Based on ""The Little Broomstick"" by Mary Stewart, a strange flower grants a girl magic powers.",Japanese,"Japan, USA",tt6336356,"$2,418,404","D.N. Dream Partners, Chukyo TV, Amuse"
Calibre,2018,TV-MA,"Drama, Thriller","Jack Lowden, Martin McCann, Tony Curran, Ian Pirie",A shocking deed turned their weekend trip into a nightmare. Now their only hope is to swallow their paranoia and act normal.,English,UK,tt6218358,N/A,"Wellington Films, Tip Top Productions, Creative Scotland"
First They Killed My Father,2017,TV-MA,"Biography, Drama, History, War","Sareum Srey Moch, Phoeung Kompheak, Sveng Socheata, Mun Kimhak",Cambodian author and human rights activist Loung Ung recounts the horrors she suffered as a child under the rule of the deadly Khmer Rouge.,"Khmer, English, French","Cambodia, USA",tt4882376,N/A,Netflix
Up in Smoke,1978,R,"Comedy, Music","Cheech Marin, Tommy Chong, Strother Martin, Edie Adams","Two stoners unknowingly smuggle a van - made entirely of marijuana - from Mexico to L.A., with incompetent Sgt. Stedenko on their trail.","English, Spanish",USA,tt0078446,"$44,364,244",Paramount Pictures
Final Destination,2000,R,"Horror, Thriller","Devon Sawa, Ali Larter, Kerr Smith, Kristen Cloke","Alex Browning is among a group of high school students readying themselves for a trip to Europe. When he suddenly has a premonition their airplane will crash, he screams to warn the others but instead he is thrown off of the plane.","English, French",USA,tt0195714,"$53,331,147","New Line Cinema, Zide-Perry Productions, Hard Eight Pictures"
Kill the Messenger,2014,R,"Biography, Crime, Drama, Mystery, Thriller","Jeremy Renner, Robert Patrick, Jena Sims, Robert Pralgo","Journalist Gary Webb, California 1996, started investigating CIA's role in the 1980s in getting crack cocaine to the black part of LA to get money and weapons to the Contras/freedom fighters in Nicaragua.",English,USA,tt1216491,"$2,450,846",Bluegrass Films
Outlaw King,2018,R,"Action, Biography, Drama, History, War","Chris Pine, Stephen Dillane, Rebecca Robin, Billy Howle",A true David vs. Goliath story of how the 14th century Scottish 'Outlaw King' Robert the Bruce used cunning and bravery to defeat the much larger and better equipped occupying English army.,"English, French, Scottish Gaelic, Latin","UK, USA",tt6679794,N/A,"Sigma Films, Anonymous Content, Netflix"
21,2008,PG-13,"Crime, Drama, History, Thriller","Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo","""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.",English,USA,tt0478087,"$81,159,365","Trigger Street Productions, Michael De Luca"
Krisha,2015,R,Drama,"Krisha Fairchild, Alex Dobrenko, Robyn Fairchild, Chris Doubek","Krisha returns for Thanksgiving dinner after ten years away from her family, but past demons threaten to ruin the festivities.",English,USA,tt4266638,"$144,822",N/A
De Palma,2015,R,"Documentary, Biography",Brian De Palma,A documentary about writer and director Brian De Palma.,English,USA,tt1683048,"$165,237",Empire Ward
Dear Ex,2018,TV-MA,"Comedy, Drama, Romance","Roy Chiu, Ying-Hsuan Hsieh, Spark Chen, Joseph Huang",A teenage boy and his mother are further driven apart when they find out that his father's life insurance policy is to be received by his lover.,Mandarin,Taiwan,tt8443704,N/A,N/A
Tomorrow Never Dies,1997,PG-13,"Action, Adventure, Thriller","Pierce Brosnan, Jonathan Pryce, Michelle Yeoh, Teri Hatcher",James Bond sets out to stop a media mogul's plan to induce war between China and the UK in order to obtain exclusive global media coverage.,"English, German, Danish, Mandarin, Cantonese","UK, USA",tt0120347,"$125,304,276","United Artists, Danjaq Productions"
Veronica,1973,N/A,"Family, Fantasy, Musical","Lulu Mihaescu, Margareta Pîslaru, Dem Radulescu, Vasilica Tastaman","The movie "" Veronica "", a masterpiece of Romanian cinema in 1973 with actors like Dem Radulescu, Lulu Mihaescu and Margareta Paslaru is today a charming film for children. In a magical ...",Romanian,Romania,tt0069458,N/A,N/A
Instructions Not Included,2013,PG-13,"Comedy, Drama","Andrés Vázquez, Hugo Stiglitz, Eugenio Derbez, Leia Freitas",A man who has made a new life for himself and the daughter left on his doorstep 6 years ago finds his family threatened when the birth mother resurfaces.,"Spanish, English",Mexico,tt2378281,"$44,467,206",Alebrije Cine y Video
Bleed for This,2016,R,"Biography, Drama, Sport","Miles Teller, Aaron Eckhart, Katey Sagal, Ciarán Hinds","The inspirational story of World Champion Boxer Vinny Pazienza who, after a near fatal car crash which left him not knowing if he'd ever walk again, made one of sport's most incredible comebacks.","English, French",USA,tt1620935,"$5,083,906","Sikelia Productions, Verdi Productions, The Solution Entertainment Group"
Gone Girl,2014,R,"Drama, Mystery, Thriller","Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",English,USA,tt2267998,"$167,767,189",TSG Entertainment
The Naked Gun 2½: The Smell of Fear,1991,PG-13,"Comedy, Crime","Leslie Nielsen, Priscilla Presley, George Kennedy, O.J. Simpson",Lieutenant Frank Drebin discovers that his ex-girlfriend's new beau is involved in a plot to kidnap a scientist who advocates solar energy.,"English, Spanish",USA,tt0102510,"$86,930,411",Paramount Pictures
Chitty Chitty Bang Bang,1968,G,"Adventure, Family, Fantasy, Musical","Dick Van Dyke, Sally Ann Howes, Lionel Jeffries, Gert Fröbe","A down-on-his-luck inventor turns a broken-down Grand Prix car into a fancy vehicle for his children, and then they go off on a magical fantasy adventure to save their grandfather in a far-off land.","English, German, French, Latin","UK, USA",tt0062803,"$7,500,000","Dramatic Films, Warfield"
Jodhaa Akbar,2008,Not Rated,"Action, Drama, History, Romance, War","Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood, Poonam Sinha","A sixteenth century love story about a marriage of alliance that gave birth to true love between a great Mughal emperor, Akbar, and a Rajput princess, Jodha.","Hindi, Urdu",India,tt0449994,"$3,440,718",N/A
